Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,Tags,Tags (in description),Emails (in description),Links (in description)
Persistence in LangGraph | Time Travel in LangGraph | CampusX,"Code - https://github.com/campusx-official/langgraph-tutorials

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:03 - What is Persistence
07:25 - Speciality of Persistance
11:21 - Building Chatbots
14:50 - Checkpointer
17:39 - Example of Checkpointer
20:10 - Threads
25:35 - Implementation/Code
35:51 - Benefits of Persistence
36:45 - Short Term Memory
38:05 - Fault Tolerance
44:28 - Human in Loop
47:36 - Time Travel
57:30 - Outro",https://i.ytimg.com/vi/_IPP7_Bi8uA/sddefault.jpg,CampusX,90807,3223,140,3494,58.23,58:14,"58 Minutes, 14 Seconds",2025-07-31T02:48:54,https://www.youtube.com/watch?v=_IPP7_Bi8uA,[],[#heading],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/langgraph-tutorials, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Building a Chatbot with UI in LangGraph & Streamlit | CampusX,"Code -  https://github.com/campusx-official/chatbot-in-langgraph

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:15 - Chatbot Demo
03:48 - Plan of Action
06:42 - Code Setup
08:30 - Chat Interface in Streamlit
25:05 - Final Demo",https://i.ytimg.com/vi/voZAgDmO-rk/sddefault.jpg,CampusX,78045,2476,102,1948,32.47,32:28,"32 Minutes, 28 Seconds",2025-08-01T14:30:52,https://www.youtube.com/watch?v=voZAgDmO-rk,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Streaming in LangGraph | CampusX,"Code - https://github.com/campusx-official/chatbot-in-langgraph

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
02:55 - Streaming Demo
04:13 - What is Streaming?
05:35 - Importance of streaming
12:15 - Implementing Streaming
14:08 - Code",https://i.ytimg.com/vi/D1PcZaeQ2eg/maxresdefault.jpg,CampusX,57703,2155,89,1500,25,25:00,"25 Minutes, 0 Seconds",2025-08-03T17:30:05,https://www.youtube.com/watch?v=D1PcZaeQ2eg,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
How to build a Resume Chat feature like ChatGPT? | CampusX,"Code - https://github.com/campusx-official/chatbot-in-langgraph

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Recap
01:50 - Resume Demo
05:30 - Break Down of the features
35:30 - Final Demo
37:20 - Task for you",https://i.ytimg.com/vi/N2nVG2MGWJ8/maxresdefault.jpg,CampusX,61746,2200,115,2380,39.67,39:40,"39 Minutes, 40 Seconds",2025-08-06T14:30:26,https://www.youtube.com/watch?v=N2nVG2MGWJ8,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
LangGraph + SQLite | Chatbot with Database Integration | CampusX,"Code - https://github.com/campusx-official/chatbot-in-langgraph

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
03:39 - Integrating Database
19:10 - Frontend Code",https://i.ytimg.com/vi/c6a47iX5JkU/maxresdefault.jpg,CampusX,55206,2134,117,1728,28.8,28:48,"28 Minutes, 48 Seconds",2025-08-08T18:29:31,https://www.youtube.com/watch?v=c6a47iX5JkU,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
LangSmith Crash Course | LangSmith Tutorial for Beginners | Observability in GenAI | CampusX,"Code - https://github.com/campusx-official/langsmith-masterclass

Additional Code:
OPENAI_API_KEY = '[REDACTED]'
LANGCHAIN_TRACING_V2=true
LANGCHAIN_ENDPOINT='https://api.smith.langchain.com'
LANGCHAIN_API_KEY='[REDACTED]'
LANGCHAIN_PROJECT='langsmith-demo'

In this LangSmith Crash Course, you’ll learn the essentials of LangSmith for observability in GenAI applications. This step-by-step tutorial covers why LangSmith is important, core concepts, tracing, testing queries, and integrating with LangGraph. With practical code demos and real-world examples, this video is perfect for beginners who want to get hands-on with LangSmith and understand its key features.

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:53 - Why LangSmith?
08:30 - Example 2
22:15 - Observability
26:30 - What does LangSmith Trace?
29:00 - Setting up Agenda
33:10 - Code Demo
34:50 - Core Concepts
38:00 - Code Demo
54:17 - Tracing RAG App
01:27:10 - Testing Query
01:33:55 - LangGraph + LangSmith Integration
01:47:24 - Features of LangSmith
02:07:25 - Outro",https://i.ytimg.com/vi/4FFspU4riHk/maxresdefault.jpg,CampusX,111197,3588,294,7660,127.67,2:07:40,"2 Hours, 7 Minutes, 40 Seconds",2025-08-18T18:16:55,https://www.youtube.com/watch?v=4FFspU4riHk,[],[#heading],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://api.smith.langchain.com, https://github.com/campusx-official/langsmith-masterclass, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Observability in LangGraph | LangSmith Integration with LangGraph,"Code - https://github.com/campusx-official/chatbot-in-langgraph

LangSmith Video Link - https://youtu.be/4FFspU4riHk

Additional Code:

OPENAI_API_KEY = '[REDACTED]'
LANGCHAIN_TRACING_V2=true
LANGCHAIN_ENDPOINT='https://api.smith.langchain.com'
LANGCHAIN_API_KEY='[REDACTED]'
LANGCHAIN_PROJECT='Chatbot Project'

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 - Intro
00:10 - Recap
03:25 - Getting API Key
13:00 - Logging your first Thread",https://i.ytimg.com/vi/ikzN6byFNWw/maxresdefault.jpg,CampusX,39600,1569,62,1300,21.67,21:40,"21 Minutes, 40 Seconds",2025-08-20T16:59:35,https://www.youtube.com/watch?v=ikzN6byFNWw,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://youtu.be/4FFspU4riHk, https://api.smith.langchain.com, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Tools in LangGraph | Agentic AI using LangGraph | CampusX,"Code - https://github.com/campusx-official/chatbot-in-langgraph

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 - Intro & Demo
05:37 - Plan of action
06:48 - Tools in LangGraph
11:15 - Definition of ToolNode
13:05 - Code implementation
33:00 - Final Changes",https://i.ytimg.com/vi/_UuUigoM9MA/maxresdefault.jpg,CampusX,61813,2001,160,2060,34.33,34:20,"34 Minutes, 20 Seconds",2025-08-24T09:54:16,https://www.youtube.com/watch?v=_UuUigoM9MA,[],[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
How to build MCP Client using LangGraph | Agentic AI using LangGraph | CampusX,"Code - https://github.com/campusx-official/chatbot-in-langgraph

https://github.com/campusx-official/mcp-client-langgraph

In this video we continue the LangGraph Agentic AI playlist and implement MCP (Model Context Protocol) in LangGraph. First we recap what we’ve covered so far (Agentic AI vs Generative AI, LangGraph core concepts, workflows, and the chatbot project). Then we convert a synchronous chatbot to asynchronous (required by the MCP client library), build an MCP client in LangGraph, and connect it to a local math MCP server and a remote expense-tracker MCP server. The demo shows how MCP removes the maintenance brittleness of tool-based integrations by separating server-side tool logic from a lightweight client-side config.

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 – Intro and why the playlist was paused
00:56 – Recap of playlist (18 videos so far)
02:30 – Topic: what MCP is and why it matters
04:22 –  Example: multiple tools (search, calculator, stock) and GitHub integration
07:48 – Problem: brittleness of tool-based approach and API version changes
11:31 – MCP solution: separation of concerns (server tools vs client config)
14:37 – Why we must convert sync → async (MCP libraries are async-only)
20:06 – Async conversion demo and a quick primer on async programming
26:35 –  Building an MCP client in LangGraph (local math server demo)
33:24 – Adding a remote MCP server (expense-tracker) and listing tools
36:51 – Using expense-tracker: add, list, summarise — no client-side code changes needed
41:11 – Code structure and key changes (LangGraph, MCP client, Streamlit → async streams, SQLite → aiosqlite)
44:09 – Next video preview: add RAG capability",https://i.ytimg.com/vi/yZGjVA4uDc4/maxresdefault.jpg,CampusX,55189,1616,79,2671,44.52,44:31,"44 Minutes, 31 Seconds",2025-11-19T18:28:52,https://www.youtube.com/watch?v=yZGjVA4uDc4,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://github.com/campusx-official/mcp-client-langgraph]"
RAG using LangGraph | Agentic AI using LangGraph | CampusX,"Code - https://github.com/campusx-official/langgraph-tutorials
Code - https://github.com/campusx-official/chatbot-in-langgraph
RAG for beginners: https://youtu.be/X0btK9X0Xnk
Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

This video continues the LangGraph Agentic AI playlist and shows how to convert a plain chatbot into a RAG (Retrieval-Augmented Generation) chatbot. We recap previous incremental features (UI, streaming, persistence, observability, tools, MCP), demo a multi-utility chatbot that accepts PDF uploads, and walk through a three-step plan: (1) quick RAG recap, (2) build a RAG tool from scratch in LangGraph, (3) integrate RAG into the existing chatbot project. Demo includes uploading a PDF, asking document-grounded questions, and mixing RAG with existing tools (calculator, stock price, MCP). Code is run in a Jupyter notebook; vector store used is FAISS.

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 – Intro and playlist progress recap (UI, streaming, persistence, observability, tools, MCP)
01:12 –  Goal: convert chatbot into a RAG chatbot (upload documents → question answering) and UI demo
03:28 –  Demo: upload PDF, ask document-grounded questions; tools continue to work (stock price example)
04:32 – Plan of action: three conceptual parts (RAG recap, standalone RAG code, integrate into existing project)
06:15 – Why RAG: outdated knowledge, privacy (private docs), and hallucination reduction
10:08 – RAG principle: provide LLM with additional context (context-learning) rather than pasting full documents
12:47 –  Need for context filtering and splitting to respect token limits
14:38 – RAG architecture: split → embed → store (vector DB) → retrieve → build prompt → answer
20:27 – Implementation setup: packages, LLM (gpt-4o-mini example), PDF loader, text splitter
23:04 – Embeddings (OpenAI embeddings), vector store (FAISS) — indexing pipeline completed
24:44 – Retriever demo: retriever.invoke() returns top-k similar chunks from the vector store
28:07 – Wrap retriever as a RAG tool, bind tool to LLM, build LangGraph nodes (chat node + tool node)
30:23 – Live queries demo: document-grounded answers take ~8–9s (search → retrieve → LLM)
31:38 – LangChain/LangX tracing: visualize step-by-step flow (chat node → tools → retriever → answer)
34:44 – Integration into existing project: new backend/front-end files, ingest_pdf() function, minor stream/thread handling
36:54 – Code and repo: full code link provided in the description for replication and study",https://i.ytimg.com/vi/E1qP9Xsnmik/maxresdefault.jpg,CampusX,55508,1567,86,2232,37.2,37:12,"37 Minutes, 12 Seconds",2025-11-22T16:30:06,https://www.youtube.com/watch?v=E1qP9Xsnmik,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[#heading],[support@campusx.in],"[https://github.com/campusx-official/chatbot-in-langgraph, https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://youtu.be/X0btK9X0Xnk, https://www.instagram.com/campusx.official, https://github.com/campusx-official/langgraph-tutorials, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Human in the loop (HITL) using LangGraph | CampusX,"Code - https://github.com/campusx-official/langgraph-tutorials

In this video, we explore Human-in-the-Loop (HITL)—one of the most important concepts for building safe, reliable, and production-ready agentic AI systems using LangGraph.

We begin with a clear, intuitive explanation of what HITL is and why fully autonomous AI systems are not enough in real-world applications. You’ll understand where AI agents struggle today—ambiguity, hallucinations, financial actions, and ethical judgment—and why human intervention is critical at key decision points.

The video covers:

Why autonomy alone is risky in agentic AI systems
The two core reasons HITL exists: system reliability and accountability
How HITL improves accuracy, safety, and user trust
Common HITL patterns such as:
Action approval
Output review and editing
Ambiguity clarification
Escalation to human agents

From there, we shift to LangGraph’s implementation of HITL, explaining the concepts of interrupt, pause-and-resume execution, checkpoints, and commands in a simple, intuitive way.

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00:00 - Introduction: What is Human-in-the-Loop (HITL)?
00:01:14 - Why Agentic AI Needs Human Oversight
00:03:44 - HITL Explained with Real-World Examples
00:04:22 - Core Reasons for HITL: Accuracy & Accountability
00:08:46 - Benefits of HITL in Agentic Systems
00:11:36 - Common HITL Patterns in AI Systems
00:14:21 - HITL from a LangGraph Perspective
00:16:30 - Conceptual Workflow: HITL with Interrupts
00:22:49 - Basic HITL Code Example in LangGraph
00:31:22 - Advanced Example: HITL in a Tool-Using Chatbot
00:39:42 - Key Takeaways and Final Thoughts",https://i.ytimg.com/vi/xxqZzVZ4gE0/maxresdefault.jpg,CampusX,41042,1398,75,2404,40.07,40:04,"40 Minutes, 4 Seconds",2025-12-12T08:02:29,https://www.youtube.com/watch?v=xxqZzVZ4gE0,[],[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/langgraph-tutorials]"
How to build Subgraphs in LangGraph,"Code - https://github.com/campusx-official/langgraph-tutorials

In this video, we dive deep into how to build and use subgraphs in LangGraph—a critical concept for designing scalable, modular, and multi-agent GenAI systems. We start by understanding what subgraphs are at a conceptual level and why they become essential as GenAI workflows grow in complexity. You’ll see how large agentic systems can be broken down into smaller, independent agents, each represented as a subgraph with its own logic, tools, memory, and state.

The video then covers:

Why subgraphs are important for multi-agent architectures
How subgraphs improve modularity, reusability, and maintainability
LangGraph-specific benefits like failure isolation, state separation, and observability
The two ways to implement subgraphs in LangGraph:
Invoking a subgraph from inside a node (isolated state)
Adding a subgraph directly as a node (shared state)

Finally, we walk through a practical coding example where a parent graph generates an answer and a subgraph handles translation, showing both implementation patterns side by side.

If you’re building agentic AI systems, multi-agent workflows, or production-grade GenAI applications with LangGraph, this video will give you a strong foundation to design cleaner and more scalable architectures.

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00:00 - Introduction: Subgraphs in Agentic AI and LangGraph
00:01:06 - What Are Subgraphs? (Conceptual Understanding)
00:02:19 - Why Subgraphs Are Needed in Complex GenAI Workflows
00:05:57 - Subgraphs for Multi-Agent Architectures
00:07:04 - Core Benefits: Modularity, Reusability, Maintainability
00:08:09 - LangGraph-Specific Benefits of Subgraphs
00:11:08 - Ways to Implement Subgraphs in LangGraph
00:13:40 - Practical Example: Translation Workflow with Subgraphs
00:19:11 - Two Subgraph Mechanisms Compared (Isolated vs Shared State)
00:21:26 - Best Practices, Persistence, and Observability
00:22:36 - Wrap-up",https://i.ytimg.com/vi/wcHcocpAoX4/maxresdefault.jpg,CampusX,27198,1126,73,1367,22.78,22:47,"22 Minutes, 47 Seconds",2025-12-16T07:15:56,https://www.youtube.com/watch?v=wcHcocpAoX4,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/langgraph-tutorials]"
LLMs Don’t Have Memory — So How Do They Remember?,"This video explains how memory works in GenAI systems and why it is essential for building chatbots and AI agents.

It starts by showing why LLMs are stateless by default, then builds the idea of memory from first principles—covering short-term memory using conversation history and its limitations. The video then introduces long-term memory, explains why it’s needed for personalization and continuity, and breaks down its types (episodic, semantic, and procedural) and how they work at a high level.

By the end, you’ll understand how modern GenAI applications add memory around LLMs to make them useful in real-world systems.

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00:00 - Introduction: Why Memory Matters in GenAI
00:02:01 - How LLMs Work at Inference (Stateless by Design)
00:09:44 - The Core Problem: LLMs Have No Memory
00:12:28 - Building Memory Around LLMs (First-Principles Approach)
00:13:05 - Context Window and In-Context Learning
00:18:51 - Short-Term Memory Using Conversation History
00:23:43 - How Chatbots Implement Short-Term Memory
00:26:33 - Limitations of Short-Term Memory
00:40:06 - Why We Need Long-Term Memory
00:43:32 - Types of Long-Term Memory (Episodic, Semantic, Procedural)
00:47:20 - How Long-Term Memory Works (High-Level Architecture)
00:53:36 - Challenges and Tools for Memory Systems
00:56:40 - Future of Memory in LLMs
00:57:39 - Closing Thoughts",https://i.ytimg.com/vi/DcPKJrOF9Wo/maxresdefault.jpg,CampusX,54183,2303,121,3464,57.73,57:44,"57 Minutes, 44 Seconds",2025-12-29T07:12:34,https://www.youtube.com/watch?v=DcPKJrOF9Wo,[],[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://www.instagram.com/campusx.official, https://www.linkedin.com/in/nitish-singh-03412789]"
How To Implement Short Term Memory Using LangGraph,"In this video, we continue the Agentic AI using LangGraph series by learning how to implement short-term memory in LLM-based systems. The video explains why LLMs are stateless, how short-term memory works using conversation history, and how to implement it in LangGraph using checkpointers and thread IDs. You’ll then learn why in-memory storage is not suitable for production and how to persist conversation state using PostgreSQL with Docker. Finally, the video covers the context window problem in LLMs and teaches practical techniques like trimming, deletion, and summarization to handle long conversations safely and reliably in real-world agentic AI systems.

Code -https://github.com/campusx-official/memory-in-llms
Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 - Introduction and video overview
00:01:38 - Recap: LLMs are stateless and memory fundamentals
00:03:33 - Short-term memory concept and checkpointers in LangGraph
00:04:46 - Implementing short-term memory with threads and in-memory storage
00:09:22 - Limitations of in-memory memory storage
00:11:16 - Need for persistence in production systems
00:12:38 - Setting up PostgreSQL using Docker
00:15:54 - Implementing persistent memory with PostgreSQL checkpointer
00:17:36 - Verifying persistence after application restart
00:19:30 - Context window and context overflow problem
00:21:38 - Trimming strategy to control token limits
00:31:19 - Limitations of trimming
00:32:03 - Summarization concept for long conversations
00:35:24 - Deletion and its role in summarization
00:40:12 - Implementing summarization workflow in LangGraph
00:49:26 - Testing summarization behavior in practice
00:52:08 - Final recap and key takeaways",https://i.ytimg.com/vi/FSBkTI1QuvY/maxresdefault.jpg,CampusX,39889,1241,89,3166,52.77,52:46,"52 Minutes, 46 Seconds",2026-01-03T14:30:12,https://www.youtube.com/watch?v=FSBkTI1QuvY,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/memory-in-llms, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
