Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,Tags,Tags (in description),Emails (in description),Links (in description)
Langchain Runnables - Part 2 | Generative AI using LangChain | Video 9 | CampusX,"Code: https://github.com/campusx-official/langchain-runnables

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:47 - Recap
04:40 - Runnable Categories 
09:30 - RunnableSequence
15:00 - Runnable Parallel
21:50 - RunnablePassthrough
30:03 - RunnableLambda
39:55 - RunnableBranch
50:07 - LCEL",https://i.ytimg.com/vi/47nc0n-e4_w/sddefault.jpg,CampusX,114351,4527,208,3266,54.43,54:26,"54 Minutes, 26 Seconds",2025-03-23T00:43:26,https://www.youtube.com/watch?v=47nc0n-e4_w,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://github.com/campusx-official/langchain-runnables, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Document Loaders in LangChain |  Generative AI using LangChain | Video 10 | CampusX,"Code - https://github.com/campusx-official/langchain-document-loaders/

Relevant Docs: https://python.langchain.com/docs/concepts/document_loaders/

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:59 - AI auto dubbing feature
02:22 - Recap
03:50 - What is RAG?
08:30 - RAG components
10:56 - Document Loaders in LangChain
13:15 - Text Loader
22:02 - PyPDFLoader
26:50 - Limitations
29:43 - Directory Loader
37:22 - Load vs Lazy Load
42:19 - WebBaseLoader
49:37 - CSVLoader
52:33 - Other Document Loaders
54:35 - Custom Document Loader",https://i.ytimg.com/vi/bL92ALSZ2Cg/maxresdefault.jpg,CampusX,163714,5258,260,3404,56.73,56:44,"56 Minutes, 44 Seconds",2025-03-28T13:25:50,https://www.youtube.com/watch?v=bL92ALSZ2Cg,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://github.com/campusx-official/langchain-document-loaders/, https://python.langchain.com/docs/concepts/document_loaders/]"
Text Splitters in LangChain | Generative AI using LangChain | Video 11 | CampusX,"Code - https://github.com/campusx-official/langchain-text-splitters

Notes: https://learnwith.campusx.in/s/store/courses/YouTube%20Notes


============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:37 - Text Splitting
09:55 - Length based Text Splitting
23:31 - Text-Structure based Text Splitting
39:05 - Document-Structure based Text Splitting
48:26 - Semantic Meaning Based",https://i.ytimg.com/vi/SEWS9P4ODmc/maxresdefault.jpg,CampusX,132553,4909,155,3541,59.02,59:01,"59 Minutes, 1 Seconds",2025-04-03T15:14:59,https://www.youtube.com/watch?v=SEWS9P4ODmc,[],[#heading],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://github.com/campusx-official/langchain-text-splitters, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://learnwith.campusx.in/s/store/courses/YouTube%20Notes]"
Vector Stores in LangChain | Generative AI using LangChain | Video 12 | CampusX,"Code - https://colab.research.google.com/drive/1VwOywJ9LPSIpKWKj9vueVoexSCzGHXNC?usp=sharing

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:59 - Why Vector Stores?
18:32 - What are vector Stores?
28:50 - Vector Store vs Vector Database
33:44 - Vector Stores in Langchain
37:05 - Chroma Vector Store & Code",https://i.ytimg.com/vi/k13WK0bxQP0/maxresdefault.jpg,CampusX,137130,4987,195,3031,50.52,50:31,"50 Minutes, 31 Seconds",2025-04-08T14:18:54,https://www.youtube.com/watch?v=k13WK0bxQP0,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://colab.research.google.com/drive/1VwOywJ9LPSIpKWKj9vueVoexSCzGHXNC?usp=sharing]"
Retrievers in LangChain | Generative AI using LangChain | Video 13 | CampusX,"Code - https://colab.research.google.com/drive/1vuuIYmJeiRgFHsH-ibH_NUFjtdc5D9P6?usp=sharing

Documentation - https://python.langchain.com/docs/integrations/retrievers/

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:50 - Recap
02:01 - What are Retrievers
05:29 - Type of Retrievers
09:55 - Wikipedia Retriever & Code Demo
15:50 - Vector Store Retriever
22:09 - Maximum Marginal Relevance - MMR
30:33 - Multi Query Retriever
39:49 - Contextual Compression Retriever
47:54 - More Retrievers",https://i.ytimg.com/vi/pJdMxwXBsk0/maxresdefault.jpg,CampusX,131643,4609,197,3070,51.17,51:10,"51 Minutes, 10 Seconds",2025-04-12T15:12:00,https://www.youtube.com/watch?v=pJdMxwXBsk0,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://python.langchain.com/docs/integrations/retrievers/, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://colab.research.google.com/drive/1vuuIYmJeiRgFHsH-ibH_NUFjtdc5D9P6?usp=sharing]"
Retrieval Augmented Generation | What is RAG | How does RAG Work | RAG Explained | CampusX,"In this video, you'll get a clear explanation of RAG — a powerful technique that combines retrieval and generation to improve the performance of large language models. We’ll break down:

What RAG is?
Why it matters?
How it works step by step?

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in",https://i.ytimg.com/vi/X0btK9X0Xnk/maxresdefault.jpg,CampusX,336272,8162,276,3564,59.4,59:24,"59 Minutes, 24 Seconds",2025-04-19T14:31:49,https://www.youtube.com/watch?v=X0btK9X0Xnk,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
YouTube Chatbot using LangChain | Building a RAG system in LangChain  | Video 15 | CampusX,"Code - https://colab.research.google.com/drive/1pat55z_iiLqzInsLi3sWS2wekFCXprQW?usp=sharing

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
00:57 - Problem Statement
04:46 - Plan of Action
08:55 - Code Demo
32:26 - Improvements
45:48 - Outro",https://i.ytimg.com/vi/J5_-l7WIO_w/maxresdefault.jpg,CampusX,171119,4801,346,2775,46.25,46:15,"46 Minutes, 15 Seconds",2025-04-22T11:23:48,https://www.youtube.com/watch?v=J5_-l7WIO_w,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://colab.research.google.com/drive/1pat55z_iiLqzInsLi3sWS2wekFCXprQW?usp=sharing]"
Tools in LangChain | Generative AI using LangChain | Video 16 | CampusX,"Code - https://colab.research.google.com/drive/1GHHGsDFB5266Cc0xDsZ6OWzkB5GGSxFW?usp=sharing

My Notes: https://learnwith.campusx.in/products#nav_bar

Documentation - https://python.langchain.com/docs/integrations/tools/

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:48 - Overview
03:05 - What is a tool?
11:53 - Built-in Tools
20:56 - Custom Tools
31:05 - Create Custom Tools
41:03 - Toolkits",https://i.ytimg.com/vi/etnLX7m2MiA/maxresdefault.jpg,CampusX,111367,3885,126,2716,45.27,45:16,"45 Minutes, 16 Seconds",2025-04-24T11:06:40,https://www.youtube.com/watch?v=etnLX7m2MiA,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://python.langchain.com/docs/integrations/tools/, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://colab.research.google.com/drive/1GHHGsDFB5266Cc0xDsZ6OWzkB5GGSxFW?usp=sharing]"
Tool Calling in LangChain | Generative AI using LangChain | Video 17 | CampusX,"Code - https://colab.research.google.com/drive/1-xMYU9ExZqoySEX-XHAvEaE17PCWvc9H?usp=sharing

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:06 - Quick Revision
05:18 - Tool Binding
11:43 - Tool Calling
19:17 - Tool Execution
28:44 - Currency Conversion Tool
56:28 - Is this an AI Agent?",https://i.ytimg.com/vi/EzYaFF7ahKw/maxresdefault.jpg,CampusX,104732,3945,173,3527,58.78,58:47,"58 Minutes, 47 Seconds",2025-04-26T11:15:56,https://www.youtube.com/watch?v=EzYaFF7ahKw,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://colab.research.google.com/drive/1-xMYU9ExZqoySEX-XHAvEaE17PCWvc9H?usp=sharing, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw]"
Building end-to-end AI Agent in LangChain | Generative AI using LangChain | Video 18 | CampusX,"Code - https://colab.research.google.com/drive/1O7cdBtiP_GNXgL9Iz4LPzYfvTKtMtv25?usp=sharing

My Notes: https://learnwith.campusx.in/products#nav_bar

============================
Did you like my teaching style?
Check my affordable mentorship program at : https://learnwith.campusx.in
DSMP FAQ: https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
Slide into our DMs: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

00:00 - Intro
01:10 - AI Agent Demo
15:15 - What is AI Agent
19:40 - Characteristics of AI Agent
22:04 - Coding the AI Agent
34:50 - What is ReAct
43:13 - Agent & Agent Executor
47:42 - Creating an Agent
53:39 - Creating an Agent Executor
54:28 - Flow Chart
01:05:13 - Improving the Code
01:12:18 - Outro",https://i.ytimg.com/vi/gm_lQG8fYjI/maxresdefault.jpg,CampusX,159498,7210,832,4367,72.78,1:12:47,"1 Hours, 12 Minutes, 47 Seconds",2025-05-01T18:31:16,https://www.youtube.com/watch?v=gm_lQG8fYjI,[],"[#heading, #nav_bar]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/products#nav_bar, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1OsMe9jGHoZS67FH8TdIzcUaDWuu5RAbCbBKk2cNq6Dk/edit#heading=h.gvv0r2jo3vjw, https://colab.research.google.com/drive/1O7cdBtiP_GNXgL9Iz4LPzYfvTKtMtv25?usp=sharing]"
Ollama Masterclass 2026: Run Powerful Local LLMs with Ollama (3-Hour Full Course) | CampusX,"Github: https://github.com/campusx-official/Ollama-Youtube
Discount Offer: https://learnwith.campusx.in/courses/GenAI-using-Ollama-68eec843d5d88122b615c7f5

This comprehensive masterclass provides a deep dive into Ollama and the landscape of Open Source LLMs as of 2026. Learn how to download, run, and manage powerful models like Llama, DeepSeek, and Qwen locally on your own computer to ensure data privacy and eliminate subscription costs.

Key Topics Covered:
Difference between Proprietary and Open Source Models.
Hardware Requirements for local execution.
Running models via CLI and Python.
Building AI Agents with Tool Calling.
Specializing models with Model Files.
Scaling with Ollama Cloud and the Desktop App.

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Chapters⌚

00:00 – Intro
01:02 – Limitations of Proprietary Models 
01:37 – Rise of Mature Open-Source LLMs 
02:42 – Purpose of This Ollama Masterclass 
03:16 – Scope and Depth of the Video 
04:57 – What Are LLMs (Foundational View) 
06:23 – Proprietary vs Open-Source LLMs 
09:54 – What Open-Source Models Really Mean 
11:54 – Why Open-Source LLMs Are Hard to Use 
15:17 – Why Ollama Exists 
18:51 – Benefits of Using Ollama 
22:43 – Exploring the Ollama Model Library 
28:37 – Hardware and System Requirements 
32:22 – Installing and Running Ollama 
34:31 – Basic CLI Commands and Model Interaction 
44:26 – Advanced CLI: Inspecting and Tuning Models 
51:41 – Using Ollama via Python Library 
56:38 – Handling Images and Model Parameters in Code 
01:04:14 – Managing Conversations and History 
01:10:21 – Deep Dive into Tool Calling 
01:17:54 – Workflow for Executing Tools 
01:26:55 – Practical Tool Calling Demo 
01:44:02 – Customising Models with Model Files 
01:59:04 – Understanding Ollama’s REST API 
02:14:11 – Orchestrating Tasks with LangChain 
02:28:14 – Running Large Models on Ollama Cloud 
02:43:16 – Using the Ollama Desktop App 
02:47:51 – Summary and Full Course Details",https://i.ytimg.com/vi/YcAYmIFtA0o/maxresdefault.jpg,CampusX,106986,2698,228,10181,169.68,2:49:41,"2 Hours, 49 Minutes, 41 Seconds",2026-01-17T13:30:40,https://www.youtube.com/watch?v=YcAYmIFtA0o,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://github.com/campusx-official/Ollama-Youtube, https://www.linkedin.com/in/nitish-singh-03412789, https://learnwith.campusx.in/courses/GenAI-using-Ollama-68eec843d5d88122b615c7f5, https://www.instagram.com/campusx.official]"
